"StateNumber","State","CountyNumber","County","PrecinctNumber","Precinct"
"FL","Florida","12069","Lake County","5",""
"FL","Florida","12069","Lake County","50",""
"FL","Florida","12069","Lake County","51",""
"FL","Florida","12069","Lake County","52",""
"FL","Florida","12069","Lake County","53",""
"FL","Florida","12069","Lake County","54",""
"FL","Florida","12069","Lake County","55",""
"FL","Florida","12069","Lake County","56",""
"FL","Florida","12069","Lake County","57",""
"FL","Florida","12069","Lake County","58",""
"FL","Florida","12069","Lake County","59",""
"FL","Florida","12069","Lake County","6",""
"FL","Florida","12069","Lake County","60",""
"FL","Florida","12069","Lake County","61",""
"FL","Florida","12069","Lake County","62",""
"FL","Florida","12069","Lake County","63",""
"FL","Florida","12069","Lake County","64",""
"FL","Florida","12069","Lake County","65",""
"FL","Florida","12069","Lake County","66",""
"FL","Florida","12069","Lake County","67",""
"FL","Florida","12069","Lake County","68",""
"FL","Florida","12069","Lake County","69",""
"FL","Florida","12069","Lake County","7",""
"FL","Florida","12069","Lake County","70",""
"FL","Florida","12069","Lake County","71",""
"FL","Florida","12069","Lake County","72",""
"FL","Florida","12069","Lake County","73",""
"FL","Florida","12069","Lake County","74",""
"FL","Florida","12069","Lake County","75",""
"FL","Florida","12069","Lake County","76",""
"FL","Florida","12069","Lake County","77",""
"FL","Florida","12069","Lake County","78",""
"FL","Florida","12069","Lake County","79",""
"FL","Florida","12069","Lake County","8",""
"FL","Florida","12069","Lake County","80",""
"FL","Florida","12069","Lake County","81",""
"FL","Florida","12069","Lake County","82",""
"FL","Florida","12069","Lake County","83",""
"FL","Florida","12069","Lake County","84",""
"FL","Florida","12069","Lake County","85",""
"FL","Florida","12069","Lake County","86",""
"FL","Florida","12069","Lake County","87",""
"FL","Florida","12069","Lake County","88",""
"FL","Florida","12069","Lake County","89",""
"FL","Florida","12069","Lake County","9",""
"FL","Florida","12069","Lake County","90",""
"FL","Florida","12069","Lake County","91",""
"FL","Florida","12069","Lake County","92",""
"FL","Florida","12069","Lake County","93",""
"FL","Florida","12069","Lake County","94",""
"FL","Florida","12069","Lake County","95",""
"FL","Florida","12069","Lake County","96",""
"FL","Florida","12069","Lake County","97",""
"FL","Florida","12069","Lake County","98",""
"FL","Florida","12069","Lake County","99",""
"FL","Florida","12071","Lee County","1",""
"FL","Florida","12071","Lee County","10",""
"FL","Florida","12071","Lee County","100",""
"FL","Florida","12071","Lee County","101",""
"FL","Florida","12071","Lee County","102",""
"FL","Florida","12071","Lee County","103",""
"FL","Florida","12071","Lee County","104",""
"FL","Florida","12071","Lee County","105",""
"FL","Florida","12071","Lee County","106",""
"FL","Florida","12071","Lee County","107",""
"FL","Florida","12071","Lee County","108",""
"FL","Florida","12071","Lee County","109",""
"FL","Florida","12071","Lee County","11",""
"FL","Florida","12071","Lee County","110",""
"FL","Florida","12071","Lee County","111",""
"FL","Florida","12071","Lee County","112",""
"FL","Florida","12071","Lee County","113",""
"FL","Florida","12071","Lee County","114",""
"FL","Florida","12071","Lee County","115",""
"FL","Florida","12071","Lee County","116",""
"FL","Florida","12071","Lee County","117",""
"FL","Florida","12071","Lee County","118",""
"FL","Florida","12071","Lee County","119",""
"FL","Florida","12071","Lee County","12",""
"FL","Florida","12071","Lee County","120",""
"FL","Florida","12071","Lee County","121",""
"FL","Florida","12071","Lee County","122",""
"FL","Florida","12071","Lee County","123",""
"FL","Florida","12071","Lee County","124",""
"FL","Florida","12071","Lee County","125",""
"FL","Florida","12071","Lee County","13",""
"FL","Florida","12071","Lee County","14",""
"FL","Florida","12071","Lee County","15",""
"FL","Florida","12071","Lee County","16",""
"FL","Florida","12071","Lee County","17",""
"FL","Florida","12071","Lee County","18",""
"FL","Florida","12071","Lee County","19",""
"FL","Florida","12071","Lee County","2",""
"FL","Florida","12071","Lee County","20",""
"FL","Florida","12071","Lee County","21",""
"FL","Florida","12071","Lee County","22",""
"FL","Florida","12071","Lee County","23",""
"FL","Florida","12071","Lee County","24",""
"FL","Florida","12071","Lee County","25",""
"FL","Florida","12071","Lee County","26",""
"FL","Florida","12071","Lee County","27",""
"FL","Florida","12071","Lee County","28",""
"FL","Florida","12071","Lee County","29",""
"FL","Florida","12071","Lee County","3",""
"FL","Florida","12071","Lee County","30",""
"FL","Florida","12071","Lee County","31",""
"FL","Florida","12071","Lee County","32",""
"FL","Florida","12071","Lee County","33",""
"FL","Florida","12071","Lee County","34",""
"FL","Florida","12071","Lee County","35",""
"FL","Florida","12071","Lee County","36",""
"FL","Florida","12071","Lee County","37",""
"FL","Florida","12071","Lee County","38",""
"FL","Florida","12071","Lee County","39",""
"FL","Florida","12071","Lee County","4",""
"FL","Florida","12071","Lee County","40",""
"FL","Florida","12071","Lee County","41",""
"FL","Florida","12071","Lee County","42",""
"FL","Florida","12071","Lee County","43",""
"FL","Florida","12071","Lee County","44",""
"FL","Florida","12071","Lee County","45",""
"FL","Florida","12071","Lee County","46",""
"FL","Florida","12071","Lee County","47",""
"FL","Florida","12071","Lee County","48",""
"FL","Florida","12071","Lee County","49",""
"FL","Florida","12071","Lee County","5",""
"FL","Florida","12071","Lee County","50",""
"FL","Florida","12071","Lee County","51",""
"FL","Florida","12071","Lee County","52",""
"FL","Florida","12071","Lee County","53",""
"FL","Florida","12071","Lee County","54",""
"FL","Florida","12071","Lee County","55",""
"FL","Florida","12071","Lee County","56",""
"FL","Florida","12071","Lee County","57",""
"FL","Florida","12071","Lee County","58",""
"FL","Florida","12071","Lee County","59",""
"FL","Florida","12071","Lee County","6",""
"FL","Florida","12071","Lee County","60",""
"FL","Florida","12071","Lee County","61",""
"FL","Florida","12071","Lee County","62",""
"FL","Florida","12071","Lee County","63",""
"FL","Florida","12071","Lee County","64",""
"FL","Florida","12071","Lee County","65",""
"FL","Florida","12071","Lee County","66",""
"FL","Florida","12071","Lee County","67",""
"FL","Florida","12071","Lee County","68",""
"FL","Florida","12071","Lee County","69",""
"FL","Florida","12071","Lee County","7",""
"FL","Florida","12071","Lee County","70",""
"FL","Florida","12071","Lee County","71",""
"FL","Florida","12071","Lee County","72",""
"FL","Florida","12071","Lee County","73",""
"FL","Florida","12071","Lee County","74",""
"FL","Florida","12071","Lee County","75",""
"FL","Florida","12071","Lee County","76",""
"FL","Florida","12071","Lee County","77",""
"FL","Florida","12071","Lee County","78",""
"FL","Florida","12071","Lee County","79",""
"FL","Florida","12071","Lee County","8",""
"FL","Florida","12071","Lee County","80",""
"FL","Florida","12071","Lee County","81",""
"FL","Florida","12071","Lee County","82",""
"FL","Florida","12071","Lee County","83",""
"FL","Florida","12071","Lee County","84",""
"FL","Florida","12071","Lee County","85",""
"FL","Florida","12071","Lee County","86",""
"FL","Florida","12071","Lee County","87",""
"FL","Florida","12071","Lee County","88",""
"FL","Florida","12071","Lee County","89",""
"FL","Florida","12071","Lee County","9",""
"FL","Florida","12071","Lee County","90",""
"FL","Florida","12071","Lee County","91",""
"FL","Florida","12071","Lee County","92",""
"FL","Florida","12071","Lee County","94",""
"FL","Florida","12071","Lee County","95",""
"FL","Florida","12071","Lee County","96",""
"FL","Florida","12071","Lee County","97",""
"FL","Florida","12071","Lee County","98",""
"FL","Florida","12071","Lee County","99",""
"FL","Florida","12073","Leon County","1201",""
"FL","Florida","12073","Leon County","1203",""
"FL","Florida","12073","Leon County","1205",""
"FL","Florida","12073","Leon County","1213",""
"FL","Florida","12073","Leon County","1230",""
"FL","Florida","12073","Leon County","1231",""
"FL","Florida","12073","Leon County","1251",""
"FL","Florida","12073","Leon County","1255",""
"FL","Florida","12073","Leon County","1257",""
"FL","Florida","12073","Leon County","1258",""
"FL","Florida","12073","Leon County","1259",""
"FL","Florida","12073","Leon County","1301",""
"FL","Florida","12073","Leon County","1302",""
"FL","Florida","12073","Leon County","1303",""
"FL","Florida","12073","Leon County","1304",""
"FL","Florida","12073","Leon County","1309",""
"FL","Florida","12073","Leon County","1311",""
"FL","Florida","12073","Leon County","1313",""
"FL","Florida","12073","Leon County","1314",""
"FL","Florida","12073","Leon County","1315",""
"FL","Florida","12073","Leon County","1317",""
"FL","Florida","12073","Leon County","1319",""
"FL","Florida","12073","Leon County","1321",""
"FL","Florida","12073","Leon County","1327",""
"FL","Florida","12073","Leon County","1351",""
"FL","Florida","12073","Leon County","1353",""
"FL","Florida","12073","Leon County","1355",""
"FL","Florida","12073","Leon County","1359",""
"FL","Florida","12073","Leon County","1361",""
"FL","Florida","12073","Leon County","1362",""
"FL","Florida","12073","Leon County","1501",""
"FL","Florida","12073","Leon County","1502",""
"FL","Florida","12073","Leon County","1503",""
"FL","Florida","12073","Leon County","1505",""
"FL","Florida","12073","Leon County","1507",""
"FL","Florida","12073","Leon County","2251",""
"FL","Florida","12073","Leon County","2252",""
"FL","Florida","12073","Leon County","2253",""
"FL","Florida","12073","Leon County","2303",""
"FL","Florida","12073","Leon County","2305",""
"FL","Florida","12073","Leon County","2307",""
"FL","Florida","12073","Leon County","2355",""
"FL","Florida","12073","Leon County","2358",""
"FL","Florida","12073","Leon County","2359",""
"FL","Florida","12073","Leon County","2363",""
"FL","Florida","12073","Leon County","2365",""
"FL","Florida","12073","Leon County","2366",""
"FL","Florida","12073","Leon County","2380",""
"FL","Florida","12073","Leon County","2401",""
"FL","Florida","12073","Leon County","2451",""
"FL","Florida","12073","Leon County","2502",""
"FL","Florida","12073","Leon County","2503",""
"FL","Florida","12073","Leon County","2504",""
"FL","Florida","12073","Leon County","2506",""
"FL","Florida","12073","Leon County","2507",""
"FL","Florida","12073","Leon County","2509",""
"FL","Florida","12073","Leon County","2511",""
"FL","Florida","12073","Leon County","2513",""
"FL","Florida","12073","Leon County","3101",""
"FL","Florida","12073","Leon County","3103",""
"FL","Florida","12073","Leon County","3104",""
"FL","Florida","12073","Leon County","3107",""
"FL","Florida","12073","Leon County","3109",""
"FL","Florida","12073","Leon County","3110",""
"FL","Florida","12073","Leon County","3401",""
"FL","Florida","12073","Leon County","3403",""
"FL","Florida","12073","Leon County","3405",""
"FL","Florida","12073","Leon County","3409",""
"FL","Florida","12073","Leon County","3411",""
"FL","Florida","12073","Leon County","3412",""
"FL","Florida","12073","Leon County","3413",""
"FL","Florida","12073","Leon County","3414",""
"FL","Florida","12073","Leon County","3451",""
"FL","Florida","12073","Leon County","3453",""
"FL","Florida","12073","Leon County","3455",""
"FL","Florida","12073","Leon County","3457",""
"FL","Florida","12073","Leon County","3459",""
"FL","Florida","12073","Leon County","3461",""
"FL","Florida","12073","Leon County","3467",""
"FL","Florida","12073","Leon County","3468",""
"FL","Florida","12073","Leon County","3469",""
"FL","Florida","12073","Leon County","3473",""
"FL","Florida","12073","Leon County","3475",""
"FL","Florida","12073","Leon County","3477",""
"FL","Florida","12073","Leon County","3501",""
"FL","Florida","12073","Leon County","3507",""
"FL","Florida","12073","Leon County","3509",""
"FL","Florida","12073","Leon County","3513",""
"FL","Florida","12073","Leon County","3551",""
"FL","Florida","12073","Leon County","4101",""
"FL","Florida","12073","Leon County","4103",""
"FL","Florida","12073","Leon County","4105",""
"FL","Florida","12073","Leon County","4106",""
"FL","Florida","12073","Leon County","4107",""
"FL","Florida","12073","Leon County","4109",""
"FL","Florida","12073","Leon County","4111",""
"FL","Florida","12073","Leon County","4115",""
"FL","Florida","12073","Leon County","4119",""
"FL","Florida","12073","Leon County","4125",""
"FL","Florida","12073","Leon County","4152",""
"FL","Florida","12073","Leon County","4153",""
"FL","Florida","12073","Leon County","4154",""
"FL","Florida","12073","Leon County","4155",""
"FL","Florida","12073","Leon County","4157",""
"FL","Florida","12073","Leon County","4159",""
"FL","Florida","12073","Leon County","4161",""
"FL","Florida","12073","Leon County","4162",""
"FL","Florida","12073","Leon County","4163",""
"FL","Florida","12073","Leon County","4167",""
"FL","Florida","12073","Leon County","4168",""
"FL","Florida","12073","Leon County","4173",""
"FL","Florida","12073","Leon County","4184",""
"FL","Florida","12073","Leon County","4401",""
"FL","Florida","12073","Leon County","4403",""
"FL","Florida","12073","Leon County","4405",""
"FL","Florida","12073","Leon County","4408",""
"FL","Florida","12073","Leon County","4451",""
"FL","Florida","12073","Leon County","4453",""
"FL","Florida","12073","Leon County","4455",""
"FL","Florida","12073","Leon County","4456",""
"FL","Florida","12073","Leon County","4457",""
"FL","Florida","12073","Leon County","4458",""
"FL","Florida","12073","Leon County","4459",""
"FL","Florida","12073","Leon County","4461",""
"FL","Florida","12073","Leon County","5101",""
"FL","Florida","12073","Leon County","5103",""
"FL","Florida","12073","Leon County","5105",""
"FL","Florida","12073","Leon County","5107",""
"FL","Florida","12073","Leon County","5110",""
"FL","Florida","12073","Leon County","5113",""
"FL","Florida","12073","Leon County","5115",""
"FL","Florida","12073","Leon County","5153",""
"FL","Florida","12073","Leon County","5154",""
"FL","Florida","12073","Leon County","5165",""
"FL","Florida","12073","Leon County","5201",""
"FL","Florida","12073","Leon County","5203",""
"FL","Florida","12073","Leon County","5204",""
"FL","Florida","12073","Leon County","5205",""
"FL","Florida","12073","Leon County","5207",""
"FL","Florida","12073","Leon County","5209",""
"FL","Florida","12073","Leon County","5211",""
"FL","Florida","12073","Leon County","5212",""
"FL","Florida","12073","Leon County","5214",""
"FL","Florida","12073","Leon County","5219",""
"FL","Florida","12073","Leon County","5220",""
"FL","Florida","12073","Leon County","5221",""
"FL","Florida","12073","Leon County","5223",""
"FL","Florida","12073","Leon County","5224",""
"FL","Florida","12073","Leon County","5225",""
"FL","Florida","12073","Leon County","5227",""
"FL","Florida","12073","Leon County","5228",""
"FL","Florida","12073","Leon County","5251",""
"FL","Florida","12073","Leon County","5252",""
"FL","Florida","12073","Leon County","5258",""
"FL","Florida","12073","Leon County","5260",""
"FL","Florida","12073","Leon County","5261",""
"FL","Florida","12073","Leon County","5263",""
"FL","Florida","12073","Leon County","5264",""
"FL","Florida","12073","Leon County","5265",""
"FL","Florida","12073","Leon County","5284",""
"FL","Florida","12073","Leon County","9000",""
"FL","Florida","12075","Levy County","1",""
"FL","Florida","12075","Levy County","10",""
"FL","Florida","12075","Levy County","11",""
"FL","Florida","12075","Levy County","12",""
"FL","Florida","12075","Levy County","13",""
"FL","Florida","12075","Levy County","2",""
"FL","Florida","12075","Levy County","3",""
"FL","Florida","12075","Levy County","4",""
"FL","Florida","12075","Levy County","5",""
"FL","Florida","12075","Levy County","6",""
"FL","Florida","12075","Levy County","7",""
"FL","Florida","12075","Levy County","8",""
"FL","Florida","12075","Levy County","9",""
"FL","Florida","12077","Liberty County","1",""
"FL","Florida","12077","Liberty County","2",""
"FL","Florida","12077","Liberty County","3",""
"FL","Florida","12077","Liberty County","4",""
"FL","Florida","12077","Liberty County","5",""
"FL","Florida","12077","Liberty County","6",""
"FL","Florida","12077","Liberty County","7",""
"FL","Florida","12077","Liberty County","8",""
"FL","Florida","12079","Madison County","1","1-Voting District"
"FL","Florida","12079","Madison County","2","2-Voting District"
"FL","Florida","12079","Madison County","3","3-Voting District"
"FL","Florida","12079","Madison County","4","4-Voting District"
"FL","Florida","12079","Madison County","5","5-Voting District"
"FL","Florida","12079","Madison County","6","6-Voting District"
"FL","Florida","12079","Madison County","7","7-Voting District"
"FL","Florida","12079","Madison County","8","8-Voting District"
"FL","Florida","12079","Madison County","9","9-Voting District"
"FL","Florida","12079","Madison County","10","10-Voting District"
"FL","Florida","12079","Madison County","11","11-Voting District"
"FL","Florida","12081","Manatee County","1","1.01-Voting District"
"FL","Florida","12081","Manatee County","2","1.10-Voting District"
"FL","Florida","12081","Manatee County","3","1.11-Voting District"
"FL","Florida","12081","Manatee County","4","1.12-Voting District"
"FL","Florida","12081","Manatee County","5","1.02-Voting District"
"FL","Florida","12081","Manatee County","6","1.03-Voting District"
"FL","Florida","12081","Manatee County","7","1.04-Voting District"
"FL","Florida","12081","Manatee County","8","1.05-Voting District"
"FL","Florida","12081","Manatee County","9","1.06-Voting District"
"FL","Florida","12081","Manatee County","10","1.07-Voting District"
"FL","Florida","12081","Manatee County","11","1.08-Voting District"
"FL","Florida","12081","Manatee County","12","1.09-Voting District"
"FL","Florida","12081","Manatee County","13","2.1-Voting District"
"FL","Florida","12081","Manatee County","14","2.2-Voting District"
"FL","Florida","12081","Manatee County","15","2.3-Voting District"
"FL","Florida","12081","Manatee County","16","2.4-Voting District"
"FL","Florida","12081","Manatee County","17","2.5-Voting District"
"FL","Florida","12081","Manatee County","18","2.6-Voting District"
"FL","Florida","12081","Manatee County","19","3.1-Voting District"
"FL","Florida","12081","Manatee County","20","3.2-Voting District"
"FL","Florida","12081","Manatee County","21","4-Voting District"
"FL","Florida","12081","Manatee County","22","5.1-Voting District"
"FL","Florida","12081","Manatee County","23","5.2-Voting District"
"FL","Florida","12081","Manatee County","24","6.1-Voting District"
"FL","Florida","12081","Manatee County","25","7.1-Voting District"
"FL","Florida","12081","Manatee County","26","7.2-Voting District"
"FL","Florida","12081","Manatee County","27","8-Voting District"
"FL","Florida","12081","Manatee County","28","9.1-Voting District"
"FL","Florida","12081","Manatee County","29","9.2-Voting District"
"FL","Florida","12081","Manatee County","30","9.3-Voting District"
"FL","Florida","12081","Manatee County","31","10.1-Voting District"
"FL","Florida","12081","Manatee County","32","10.2-Voting District"
"FL","Florida","12081","Manatee County","33","11-Voting District"
"FL","Florida","12081","Manatee County","34","12-Voting District"
"FL","Florida","12081","Manatee County","35","13-Voting District"
"FL","Florida","12081","Manatee County","36","14-Voting District"
"FL","Florida","12081","Manatee County","37","15.1-Voting District"
"FL","Florida","12081","Manatee County","38","15.2-Voting District"
"FL","Florida","12081","Manatee County","39","15.3-Voting District"
"FL","Florida","12081","Manatee County","40","16.1-Voting District"
"FL","Florida","12081","Manatee County","41","16.2-Voting District"
"FL","Florida","12081","Manatee County","42","16.3-Voting District"
"FL","Florida","12081","Manatee County","43","16.4-Voting District"
"FL","Florida","12081","Manatee County","44","16.5-Voting District"
"FL","Florida","12081","Manatee County","45","16.6-Voting District"
"FL","Florida","12081","Manatee County","46","16.7-Voting District"
"FL","Florida","12081","Manatee County","47","16.8-Voting District"
"FL","Florida","12081","Manatee County","48","16.9-Voting District"
"FL","Florida","12081","Manatee County","49","17-Voting District"
"FL","Florida","12081","Manatee County","50","18.1-Voting District"
"FL","Florida","12081","Manatee County","51","18.2-Voting District"
"FL","Florida","12081","Manatee County","52","19.1-Voting District"
"FL","Florida","12081","Manatee County","53","19.2-Voting District"
"FL","Florida","12081","Manatee County","54","19.3-Voting District"
"FL","Florida","12081","Manatee County","55","19.4-Voting District"
"FL","Florida","12081","Manatee County","56","21-Voting District"
"FL","Florida","12081","Manatee County","57","22-Voting District"
"FL","Florida","12081","Manatee County","58","23-Voting District"
"FL","Florida","12081","Manatee County","59","24-Voting District"
"FL","Florida","12081","Manatee County","60","25-Voting District"
"FL","Florida","12081","Manatee County","61","26-Voting District"
"FL","Florida","12081","Manatee County","62","27.1-Voting District"
"FL","Florida","12081","Manatee County","63","27.2-Voting District"
"FL","Florida","12081","Manatee County","64","27.3-Voting District"
"FL","Florida","12081","Manatee County","65","28.1-Voting District"
"FL","Florida","12081","Manatee County","66","28.2-Voting District"
"FL","Florida","12081","Manatee County","67","28.3-Voting District"
"FL","Florida","12081","Manatee County","68","28.6-Voting District"
"FL","Florida","12081","Manatee County","69","29-Voting District"
"FL","Florida","12081","Manatee County","70","30.1-Voting District"
"FL","Florida","12081","Manatee County","71","30.2-Voting District"
"FL","Florida","12081","Manatee County","72","30.3-Voting District"
"FL","Florida","12081","Manatee County","73","30.4-Voting District"
"FL","Florida","12081","Manatee County","74","31-Voting District"
"FL","Florida","12081","Manatee County","75","32.1-Voting District"
"FL","Florida","12081","Manatee County","76","33-Voting District"
"FL","Florida","12081","Manatee County","77","34-Voting District"
"FL","Florida","12081","Manatee County","78","35-Voting District"
"FL","Florida","12081","Manatee County","79","36-Voting District"
"FL","Florida","12081","Manatee County","80","37-Voting District"
"FL","Florida","12081","Manatee County","81","38-Voting District"
"FL","Florida","12081","Manatee County","82","39-Voting District"
"FL","Florida","12081","Manatee County","83","40-Voting District"
"FL","Florida","12081","Manatee County","84","41-Voting District"
"FL","Florida","12081","Manatee County","85","42-Voting District"
"FL","Florida","12081","Manatee County","86","43-Voting District"
"FL","Florida","12081","Manatee County","87","44-Voting District"
"FL","Florida","12081","Manatee County","88","45-Voting District"
"FL","Florida","12081","Manatee County","89","46.1-Voting District"
"FL","Florida","12081","Manatee County","90","46.2-Voting District"
"FL","Florida","12081","Manatee County","91","46.3-Voting District"
"FL","Florida","12081","Manatee County","92","46.4-Voting District"
"FL","Florida","12081","Manatee County","93","46.5-Voting District"
"FL","Florida","12081","Manatee County","94","46.6-Voting District"
"FL","Florida","12081","Manatee County","95","46.7-Voting District"
"FL","Florida","12081","Manatee County","96","47.1-Voting District"
"FL","Florida","12081","Manatee County","97","47.2-Voting District"
"FL","Florida","12081","Manatee County","98","47.3-Voting District"
"FL","Florida","12081","Manatee County","99","48.1-Voting District"
"FL","Florida","12081","Manatee County","100","48.2-Voting District"
"FL","Florida","12081","Manatee County","101","49-Voting District"
"FL","Florida","12081","Manatee County","102","50-Voting District"
"FL","Florida","12081","Manatee County","103","51-Voting District"
"FL","Florida","12081","Manatee County","104","52-Voting District"
"FL","Florida","12081","Manatee County","105","53-Voting District"
"FL","Florida","12081","Manatee County","106","54-Voting District"
"FL","Florida","12081","Manatee County","107","55-Voting District"
"FL","Florida","12081","Manatee County","108","56-Voting District"
"FL","Florida","12081","Manatee County","109","57-Voting District"
"FL","Florida","12081","Manatee County","110","58-Voting District"
"FL","Florida","12081","Manatee County","111","59.1-Voting District"
"FL","Florida","12081","Manatee County","112","59.2-Voting District"
"FL","Florida","12081","Manatee County","113","60-Voting District"
"FL","Florida","12081","Manatee County","114","61.1-Voting District"
"FL","Florida","12081","Manatee County","115","61.2-Voting District"
"FL","Florida","12081","Manatee County","116","62.1-Voting District"
"FL","Florida","12081","Manatee County","117","62.2-Voting District"
"FL","Florida","12081","Manatee County","118","63.1-Voting District"
"FL","Florida","12081","Manatee County","119","63.2-Voting District"
"FL","Florida","12081","Manatee County","120","64-Voting District"
"FL","Florida","12081","Manatee County","121","65-Voting District"
"FL","Florida","12081","Manatee County","122","66-Voting District"
"FL","Florida","12081","Manatee County","123","67-Voting District"
"FL","Florida","12081","Manatee County","124","68-Voting District"
"FL","Florida","12081","Manatee County","125","69-Voting District"
"FL","Florida","12081","Manatee County","126","70-Voting District"
"FL","Florida","12081","Manatee County","127","71.1-Voting District"
"FL","Florida","12081","Manatee County","128","71.2-Voting District"
"FL","Florida","12081","Manatee County","129","71.3-Voting District"
"FL","Florida","12081","Manatee County","130","72.1-Voting District"
"FL","Florida","12081","Manatee County","131","72.2-Voting District"
"FL","Florida","12081","Manatee County","132","73-Voting District"
"FL","Florida","12081","Manatee County","133","74-Voting District"
"FL","Florida","12081","Manatee County","134","75-Voting District"
"FL","Florida","12081","Manatee County","135","76-Voting District"
"FL","Florida","12081","Manatee County","136","77-Voting District"
"FL","Florida","12081","Manatee County","137","78-Voting District"
"FL","Florida","12081","Manatee County","138","79-Voting District"
"FL","Florida","12081","Manatee County","139","80-Voting District"
"FL","Florida","12081","Manatee County","140","81-Voting District"
"FL","Florida","12081","Manatee County","141","82.1A-Voting District"
"FL","Florida","12081","Manatee County","142","82.2-Voting District"
"FL","Florida","12081","Manatee County","143","83-Voting District"
"FL","Florida","12081","Manatee County","144","84-Voting District"
"FL","Florida","12081","Manatee County","145","85-Voting District"
"FL","Florida","12081","Manatee County","146","86-Voting District"
"FL","Florida","12081","Manatee County","147","87-Voting District"
"FL","Florida","12081","Manatee County","148","88.1-Voting District"
"FL","Florida","12081","Manatee County","149","88.2-Voting District"
"FL","Florida","12081","Manatee County","150","89.1-Voting District"
"FL","Florida","12081","Manatee County","151","89.2-Voting District"
"FL","Florida","12081","Manatee County","152","90.1-Voting District"
"FL","Florida","12081","Manatee County","153","90.2-Voting District"
"FL","Florida","12081","Manatee County","154","91-Voting District"
"FL","Florida","12081","Manatee County","155","92-Voting District"
"FL","Florida","12081","Manatee County","156","93-Voting District"
"FL","Florida","12081","Manatee County","157","94-Voting District"
"FL","Florida","12081","Manatee County","158","95-Voting District"
"FL","Florida","12081","Manatee County","159","96-Voting District"
"FL","Florida","12081","Manatee County","160","97.1-Voting District"
"FL","Florida","12081","Manatee County","161","97.2-Voting District"
"FL","Florida","12081","Manatee County","162","97.3-Voting District"
"FL","Florida","12081","Manatee County","163","97.4-Voting District"
"FL","Florida","12081","Manatee County","164","99-Voting District"
"FL","Florida","12081","Manatee County","165","100-Voting District"
"FL","Florida","12081","Manatee County","166","101-Voting District"
"FL","Florida","12081","Manatee County","167","102-Voting District"
"FL","Florida","12081","Manatee County","168","103.1-Voting District"
"FL","Florida","12081","Manatee County","169","103.2-Voting District"
"FL","Florida","12081","Manatee County","170","105-Voting District"
"FL","Florida","12081","Manatee County","171","106.1-Voting District"
"FL","Florida","12081","Manatee County","172","106.2-Voting District"
"FL","Florida","12081","Manatee County","173","106.3-Voting District"
"FL","Florida","12081","Manatee County","174","106.4-Voting District"
"FL","Florida","12081","Manatee County","175","107-Voting District"
"FL","Florida","12081","Manatee County","176","108.1-Voting District"
"FL","Florida","12081","Manatee County","177","108.2-Voting District"
"FL","Florida","12081","Manatee County","178","108.3-Voting District"
"FL","Florida","12081","Manatee County","179","108.4-Voting District"
"FL","Florida","12081","Manatee County","180","108.5-Voting District"
"FL","Florida","12081","Manatee County","181","108.6-Voting District"
"FL","Florida","12081","Manatee County","182","108.7-Voting District"
"FL","Florida","12081","Manatee County","183","108.8-Voting District"
"FL","Florida","12081","Manatee County","184","108.9-Voting District"
"FL","Florida","12081","Manatee County","185","110-Voting District"
"FL","Florida","12081","Manatee County","186","112-Voting District"
"FL","Florida","12081","Manatee County","187","113-Voting District"
"FL","Florida","12081","Manatee County","188","114-Voting District"
"FL","Florida","12081","Manatee County","189","115-Voting District"
"FL","Florida","12081","Manatee County","190","116-Voting District"
"FL","Florida","12081","Manatee County","191","117-Voting District"
"FL","Florida","12081","Manatee County","192","118-Voting District"
"FL","Florida","12081","Manatee County","193","120-Voting District"
"FL","Florida","12081","Manatee County","194","121-Voting District"
"FL","Florida","12081","Manatee County","195","122-Voting District"
"FL","Florida","12081","Manatee County","196","123-Voting District"
"FL","Florida","12081","Manatee County","197","124-Voting District"
"FL","Florida","12081","Manatee County","198","125-Voting District"
"FL","Florida","12081","Manatee County","199","126-Voting District"
"FL","Florida","12081","Manatee County","200","127-Voting District"
"FL","Florida","12081","Manatee County","201","128-Voting District"
"FL","Florida","12081","Manatee County","202","129-Voting District"
"FL","Florida","12081","Manatee County","203","131-Voting District"
"FL","Florida","12081","Manatee County","204","132-Voting District"
"FL","Florida","12081","Manatee County","205","133-Voting District"
"FL","Florida","12081","Manatee County","206","134-Voting District"
"FL","Florida","12081","Manatee County","207","135-Voting District"
"FL","Florida","12081","Manatee County","208","136-Voting District"
"FL","Florida","12081","Manatee County","209","137-Voting District"
"FL","Florida","12081","Manatee County","210","138-Voting District"
"FL","Florida","12081","Manatee County","211","139-Voting District"
"FL","Florida","12081","Manatee County","212","CDD02-Voting District"
"FL","Florida","12081","Manatee County","213","CDD04-Voting District"
"FL","Florida","12081","Manatee County","214","CDD06-Voting District"
"FL","Florida","12081","Manatee County","215","CDD09-Voting District"
"FL","Florida","12081","Manatee County","216","CDD10-Voting District"
"FL","Florida","12081","Manatee County","217","CDD14-Voting District"
"FL","Florida","12081","Manatee County","218","CDD24-Voting District"
"FL","Florida","12081","Manatee County","219","CDD34-Voting District"
"FL","Florida","12081","Manatee County","220","CDD44-Voting District"
"FL","Florida","12081","Manatee County","221","CDD54-Voting District"
"FL","Florida","12081","Manatee County","222","CDD64-Voting District"
"FL","Florida","12081","Manatee County","223","SRQ-Voting District (SRQ Airport)"
